"","station","date","air_temp_avg_c","air_temp_min_c","air_temp_max_c","air_temp_peak_c","precip_total_mm","wind_speed_vcavg_ms","wind_dir_vcavg_deg","wind_speed_max_ms","wind_dir_max_speed_deg","hum_per","soil_temp_10cm_avg_c","barom_pres_hpa","soil_mois_wfv","solar_irr_avg_wm2","solar_irr_summ_mjm2d","file"
"135","PN Bicuar",2015-08-02,14,0.3,30.6,31.3,0,0.59,127.187,4.16667,90,38.13,19.68,883.1,0.01,197.42,17.0568,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"136","PN Bicuar",2015-08-03,13.43,-0.8,29.6,30.2,0,0.91,111.814,4.75,103,37.79,19.28,883.1,0.009,210.58,18.1944,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"137","PN Bicuar",2015-08-04,13.84,-0.2,29.8,30.6,0,0.84,111.122,4.33333,118,40.04,19.31,882.5,0.009,221.83,19.1664,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"138","PN Bicuar",2015-08-05,13.56,-1.6,30.7,31.5,0,0.9,85.9587,5.30556,105,38.63,19.39,881.7,0.01,239.25,20.6712,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"139","PN Bicuar",2015-08-06,13.28,-1.3,30.6,31.3,0,0.85,106.35,4.69444,98,33.88,19.4,881.7,0.009,237.92,20.556,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"140","PN Bicuar",2015-08-07,13.31,-1.8,30.1,30.8,0,0.98,89.604,5,96,32.71,19.25,881.3,0.009,231.75,20.0232,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"141","PN Bicuar",2015-08-08,13.35,-1.3,29.2,29.6,0,1.11,97.7712,5.41667,81,35.21,19.19,882.2,0.009,227.38,19.6452,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"142","PN Bicuar",2015-08-09,13.42,-1.2,29.7,30,0,1.05,93.8021,5.19444,98,36.5,19.2,882.6,0.009,241.04,20.826,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"143","PN Bicuar",2015-08-10,13.18,-2.9,30.5,31,0,1.2,110.235,5.88889,111,33.42,19.24,881,0.01,255.38,22.0644,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"144","PN Bicuar",2015-08-11,13.28,-3,31.5,32.2,0,0.56,84.6727,4,92,30.17,19.26,881.3,0.01,245.67,21.2256,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"145","PN Bicuar",2015-08-12,14.18,-1.9,31.7,32.2,0,0.22,264.483,3.08333,88,29.17,19.41,881.5,0.01,240.08,20.7432,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"146","PN Bicuar",2015-08-13,15.08,-1.2,32.1,32.8,0,0.61,203.97,2.86111,229,33.42,19.76,880.8,0.01,246.13,21.2652,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"147","PN Bicuar",2015-08-14,15,-0.8,32,32.7,0,0.59,246.79,4.02778,245,30.79,20.02,880,0.01,238.67,20.6208,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"148","PN Bicuar",2015-08-15,15.89,0.5,32.9,33.8,0,0.65,233.42,2.63889,255,35.58,20.2,880.5,0.01,225.46,19.4796,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"149","PN Bicuar",2015-08-16,16.59,2.7,32.6,33.3,0,0.48,181.147,2.69444,105,40.17,20.46,882.1,0.01,210.29,18.1692,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"150","PN Bicuar",2015-08-17,16.15,2.2,33,33.6,0,1,106.16,4.83333,118,35.88,20.49,881.4,0.01,210.13,18.1548,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"151","PN Bicuar",2015-08-18,17.4,2.5,33.9,35.1,0,0.31,245.052,3.19444,84,35.75,20.63,879.4,0.01,221.04,19.098,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"152","PN Bicuar",2015-08-19,18.98,4.2,34.3,35.1,0,0.71,145.934,3.88889,115,40.92,21.18,878.4,0.01,205.88,17.7876,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"153","PN Bicuar",2015-08-20,18.67,4.8,34.2,35,0,0.46,151.451,2.88889,111,45.13,21.68,878.9,0.01,220.83,19.08,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"154","PN Bicuar",2015-08-21,18.43,4.4,34.3,34.8,0,0.33,142.47,3.05556,90,41.63,21.88,878.3,0.01,216.46,18.702,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"155","PN Bicuar",2015-08-22,18.84,7.6,32.8,33.4,0,0.58,218.358,3.5,77,40.92,22.03,877.8,0.01,189.58,16.38,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"156","PN Bicuar",2015-08-23,20.41,10.1,32.2,33,0.4,0.83,204.735,2.27778,246,46.92,22.08,878.2,0.01,159.25,13.7592,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"157","PN Bicuar",2015-08-24,20.76,10.6,31.8,32.5,0,0.64,113.135,3.16667,67,51.83,22.21,879.3,0.01,161.54,13.9572,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"158","PN Bicuar",2015-08-25,16.37,13.1,19.2,19.4,1,0.43,224.505,2.44444,322,81.71,21.28,881.1,0.009,8.83,0.7632,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"159","PN Bicuar",2015-08-26,19.08,9.4,30.6,31.2,0,0.24,282.202,2.83333,84,67,20.57,880,0.009,163.04,14.0868,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"160","PN Bicuar",2015-08-27,18.7,7.6,32.2,32.8,0,0.36,151.604,3.25,127,57.38,21.21,879.6,0.01,181.96,15.7212,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"161","PN Bicuar",2015-08-28,19.03,6.4,33.8,34.4,0,0.49,102.111,3.72222,114,48.17,21.78,878.5,0.01,209,18.0576,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"162","PN Bicuar",2015-08-29,19.72,5.8,34.6,35.2,0,0.34,118.953,4.30556,70,45.33,22.18,878.9,0.01,211.42,18.2664,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"163","PN Bicuar",2015-08-30,19.72,9.1,31.4,32,0,1.13,249.025,3.58333,179,58.25,22.82,880.5,0.011,200.88,17.3556,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"164","PN Bicuar",2015-08-31,20.9,11.5,32.4,33.2,0,0.97,186.294,3.05556,157,50.17,23.41,880.4,0.011,206.75,17.8632,"2015-08_D_PNBicuar_0000361101_yhhz.xls"
"165","PN Bicuar",2015-09-01,19.7,7.3,33.5,34.3,0,0.89,179.9,3.02778,196,46.71,23.42,879.6,0.011,225.63,19.494,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"166","PN Bicuar",2015-09-02,19.36,8.6,33.8,34.5,0,0.82,183.703,3.27778,160,40.5,23.6,879.9,0.011,232.42,20.0808,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"167","PN Bicuar",2015-09-03,20.28,5.6,34.8,35.5,0,0.6,161.806,3.22222,98,41.96,23.55,879.9,0.011,230.96,19.9548,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"168","PN Bicuar",2015-09-04,21.72,7.7,35,35.8,0,0.7,177.977,3.63889,183,43.42,24.2,879.9,0.01,239.08,20.6568,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"169","PN Bicuar",2015-09-05,21.35,6.3,35.6,36.1,0,1.13,211.194,3.83333,174,41.08,24.5,879.8,0.011,252.71,21.834,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"170","PN Bicuar",2015-09-06,18.98,4.9,34,34.7,0,1.48,199.396,4.5,196,38.75,24.38,880.3,0.011,267.75,23.1336,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"171","PN Bicuar",2015-09-07,16.89,1.9,33.3,34,0,0.87,181.151,3.33333,115,33.25,24.02,879.5,0.01,273.79,23.6556,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"172","PN Bicuar",2015-09-08,19.11,2.6,35.2,36.3,0,0.86,228.014,3.13889,242,32.25,23.81,878,0.01,272.71,23.562,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"173","PN Bicuar",2015-09-09,20.48,5.7,34.2,35,0,0.61,162.373,3.08333,144,42.67,24.33,879.3,0.01,273.17,23.6016,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"174","PN Bicuar",2015-09-10,21.46,9.7,33.5,34.2,0,0.92,187.653,3.02778,166,39.63,24.72,879.6,0.01,221.46,19.134,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"175","PN Bicuar",2015-09-11,24.11,14.5,36.2,37,0,0.82,94.0908,4.75,72,38.21,25.35,879.3,0.011,235.04,20.3076,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"176","PN Bicuar",2015-09-12,20.17,6.3,34.1,35,0,0.47,172.333,3.22222,104,46,25.06,878.8,0.01,215.42,18.612,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"177","PN Bicuar",2015-09-13,20.6,6.6,35.5,36.2,0,0.94,87.6892,4.52778,87,39.08,24.59,879.9,0.009,218.96,18.918,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"178","PN Bicuar",2015-09-14,21.6,7.1,35.6,36.5,0,1.11,73.2289,5.47222,93,32.71,24.58,880.6,0.009,236.83,20.4624,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"179","PN Bicuar",2015-09-15,22.99,10.8,36.5,37.5,0,0.97,141.669,4.11111,124,30.83,25.08,879,0.009,248.25,21.4488,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"180","PN Bicuar",2015-09-16,23.08,8.4,36.1,36.8,0,1.54,135.397,6.91667,126,30.21,25.55,878,0.009,275.42,23.796,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"181","PN Bicuar",2015-09-17,21.3,5.4,35.5,36.5,0,0.48,187.122,4.88889,270,45.79,25.42,878,0.009,274.88,23.7492,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"182","PN Bicuar",2015-09-18,21.64,7.2,34.6,35.4,0,0.49,203.532,4.5,138,50.33,25.58,879,0.009,251.83,21.7584,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"183","PN Bicuar",2015-09-19,21.59,7.9,34.7,35.3,0,1.07,207.342,3.47222,150,48.29,25.51,879.7,0.009,243.25,21.0168,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"184","PN Bicuar",2015-09-20,23.02,10,34.8,35.3,0,1.04,198.88,3.02778,169,42.33,25.87,880.5,0.009,257.79,22.2732,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"185","PN Bicuar",2015-09-21,23.12,10,35.2,35.9,0,0.93,227.775,2.80556,245,38.38,26.4,879.5,0.009,274.96,23.7564,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"186","PN Bicuar",2015-09-22,23.5,8.9,34.9,36.2,0,1.13,152.577,4.33333,145,37.25,26.44,879,0.009,243.21,21.0132,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"187","PN Bicuar",2015-09-23,25.88,13.1,36,36.7,0,1.08,174.855,4.66667,150,38.5,27.04,879.2,0.009,257.63,22.2588,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"188","PN Bicuar",2015-09-24,24.35,11,36.6,37.3,0,1.29,133.377,4.83333,126,34.75,27.07,878.9,0.009,256.13,22.1292,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"189","PN Bicuar",2015-09-25,23.44,9.3,36.4,37.3,0,1.25,122.491,5.91667,98,34.88,26.75,878.4,0.009,253.17,21.8736,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"190","PN Bicuar",2015-09-26,23.14,8.3,35.9,37.4,0,0.67,192.562,5,269,43.04,26.84,877.2,0.009,257.58,22.2552,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"191","PN Bicuar",2015-09-27,21.76,8.3,34,35.3,0,0.49,242.903,3.13889,314,49.04,26.7,877,0.009,228.17,19.7136,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"192","PN Bicuar",2015-09-28,24.22,11,35,35.5,0,1.38,248.348,3.61111,290,47.58,26.75,877.3,0.009,254.08,21.9528,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"193","PN Bicuar",2015-09-29,23.77,12.9,34.2,35.2,0,1.08,221.825,3.97222,189,47.04,27.28,877.9,0.009,260.79,22.5324,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"194","PN Bicuar",2015-09-30,22.03,7.9,34.7,35.4,0,1.63,180.934,4.63889,152,39.08,27.2,877.3,0.009,292.08,25.236,"2015-09_D_PNBicuar_0000361101_qnrj.xls"
"195","PN Bicuar",2015-10-01,21.98,7,35.1,35.8,0,0.92,175.241,3.86111,144,38.25,27.01,877.1,0.009,277.13,23.9436,"2015-10_D_PNBicuar_0000361101_cine.xls"
"196","PN Bicuar",2015-10-02,22.17,9.3,35.4,36.2,0,1.45,186.46,5.19444,179,38.88,27.04,876.9,0.009,300.25,25.9416,"2015-10_D_PNBicuar_0000361101_cine.xls"
"197","PN Bicuar",2015-10-03,23.05,8,34.6,36.7,0.8,0.65,186.689,6.02778,332,47.88,27,878.4,0.009,248.42,21.4632,"2015-10_D_PNBicuar_0000361101_cine.xls"
"198","PN Bicuar",2015-10-04,24.08,18.4,31.8,32.9,0.8,1.04,112.004,4.66667,113,59.17,26.73,881.3,0.009,200.13,17.2908,"2015-10_D_PNBicuar_0000361101_cine.xls"
"199","PN Bicuar",2015-10-05,25.32,17.6,34.3,35.3,0,0.73,123.749,6.33333,134,54.79,26.5,881,0.009,190.04,16.4196,"2015-10_D_PNBicuar_0000361101_cine.xls"
"200","PN Bicuar",2015-10-06,25.87,15.6,35.1,36.7,0.2,0.95,149.239,4.72222,124,50.71,27.23,879.1,0.01,231.63,20.0124,"2015-10_D_PNBicuar_0000361101_cine.xls"
"201","PN Bicuar",2015-10-07,26.83,12.9,35.8,37.1,0,0.69,193.012,4.75,292,45.96,27.83,878.5,0.01,262.25,22.6584,"2015-10_D_PNBicuar_0000361101_cine.xls"
"202","PN Bicuar",2015-10-08,26.93,18.8,35.2,36.6,0.2,0.91,215.931,3.75,178,48.08,28.72,879,0.011,210.96,18.2268,"2015-10_D_PNBicuar_0000361101_cine.xls"
"203","PN Bicuar",2015-10-09,25.97,12.9,36.9,37.8,0,0.39,194.732,4.58333,285,49.58,28.34,878.4,0.01,279.25,24.1272,"2015-10_D_PNBicuar_0000361101_cine.xls"
"204","PN Bicuar",2015-10-10,25.27,10.9,36.6,37.7,0,0.62,214.082,5.36111,292,48.54,28.53,878.3,0.01,256.33,22.1472,"2015-10_D_PNBicuar_0000361101_cine.xls"
"205","PN Bicuar",2015-10-11,25.5,11.8,35.9,37.2,0,1.49,261.526,5.91667,321,46.38,28.63,878.8,0.01,269.29,23.2668,"2015-10_D_PNBicuar_0000361101_cine.xls"
"206","PN Bicuar",2015-10-12,25.96,17.9,34.9,35.8,0,1.68,267.07,4.44444,281,45.54,29.08,879.2,0.01,213.71,18.4644,"2015-10_D_PNBicuar_0000361101_cine.xls"
"207","PN Bicuar",2015-10-13,26.49,17.9,35.7,36.8,0,1.24,226.08,3.33333,149,40.79,28.97,878.9,0.01,244.79,21.15,"2015-10_D_PNBicuar_0000361101_cine.xls"
"208","PN Bicuar",2015-10-14,24.61,11,36.8,38.2,0,1.11,197.778,3.77778,168,35.54,29.05,877.7,0.01,303.83,26.2512,"2015-10_D_PNBicuar_0000361101_cine.xls"
"209","PN Bicuar",2015-10-15,23.15,8.7,36.3,36.9,0,1.5,185.445,3.91667,172,32.58,28.87,877.5,0.01,319.83,27.6336,"2015-10_D_PNBicuar_0000361101_cine.xls"
"210","PN Bicuar",2015-10-16,25.43,10.3,36.9,37.6,0,1.19,237.065,5.38889,265,38.21,28.96,877.9,0.009,305.96,26.4348,"2015-10_D_PNBicuar_0000361101_cine.xls"
"211","PN Bicuar",2015-10-17,25.4,15.2,36.8,37.5,0,1.16,176.354,5.22222,162,35.21,29.26,878.5,0.009,291.33,25.1712,"2015-10_D_PNBicuar_0000361101_cine.xls"
"212","PN Bicuar",2015-10-18,25.11,16,35.9,37.3,1.6,1.01,161.182,5.38889,143,49.79,29.19,879.4,0.009,218.17,18.8496,"2015-10_D_PNBicuar_0000361101_cine.xls"
"213","PN Bicuar",2015-10-19,22.98,18,31,31.8,0,1.31,149.585,4.27778,151,59.92,28.05,880.6,0.008,167.21,14.4468,"2015-10_D_PNBicuar_0000361101_cine.xls"
"214","PN Bicuar",2015-10-20,24.54,12.3,33.9,35.4,0,0.7,141.934,4,123,48.42,27.5,879.1,0.009,229.17,19.8,"2015-10_D_PNBicuar_0000361101_cine.xls"
"215","PN Bicuar",2015-10-21,26.26,14.6,35.8,37.3,0,1,191.078,5.72222,161,45,28.48,878,0.01,254.96,22.0284,"2015-10_D_PNBicuar_0000361101_cine.xls"
"216","PN Bicuar",2015-10-22,27.74,15.1,37.2,38.4,0,0.45,196.684,4.36111,194,41.92,29.2,877.3,0.01,301,26.0064,"2015-10_D_PNBicuar_0000361101_cine.xls"
"217","PN Bicuar",2015-10-23,26.63,13.2,36.4,37.4,0,0.58,246.565,5.02778,319,45.29,29.87,877.1,0.01,273.88,23.6628,"2015-10_D_PNBicuar_0000361101_cine.xls"
"218","PN Bicuar",2015-10-24,26.47,15.6,35.8,36.7,0,1.19,274.258,6.02778,330,48.33,30.19,878,0.01,300.54,25.9668,"2015-10_D_PNBicuar_0000361101_cine.xls"
"219","PN Bicuar",2015-10-25,25.33,16.1,34.7,35.5,0,1.97,256.62,6.16667,274,50.88,30.28,878.7,0.01,234.58,20.268,"2015-10_D_PNBicuar_0000361101_cine.xls"
"220","PN Bicuar",2015-10-26,26.03,14.1,35.7,36.7,0,0.44,189.152,3.38889,140,46.58,29.92,879.3,0.01,270.08,23.3352,"2015-10_D_PNBicuar_0000361101_cine.xls"
"221","PN Bicuar",2015-10-27,26.98,13.4,37.2,38.5,0,0.67,157.574,4.66667,97,41.13,30.26,878.1,0.01,293.92,25.3944,"2015-10_D_PNBicuar_0000361101_cine.xls"
"222","PN Bicuar",2015-10-28,24.59,11.7,35.5,36.8,1.8,0.49,169.969,4.05556,71,51.88,30.15,876.7,0.009,261,22.5504,"2015-10_D_PNBicuar_0000361101_cine.xls"
"223","PN Bicuar",2015-10-29,26.78,16.9,35.7,36.5,0,1.61,198.358,4.80556,254,47.83,29.33,876.3,0.009,273.42,23.6232,"2015-10_D_PNBicuar_0000361101_cine.xls"
"224","PN Bicuar",2015-10-30,24.5,16.2,34.6,36,2.2,1.09,256.415,6.22222,244,58.13,29.75,877.1,0.01,242.08,20.916,"2015-10_D_PNBicuar_0000361101_cine.xls"
"225","PN Bicuar",2015-10-31,25.71,18.1,35.7,36.6,0,0.93,228.931,3.52778,122,49.92,29.18,877.2,0.01,303.04,26.1828,"2015-10_D_PNBicuar_0000361101_cine.xls"
"226","PN Bicuar",2015-11-01,23.54,19.3,29.5,30.3,0,1.72,273.682,4.33333,272,54.5,28.53,878.1,0.009,97.96,8.4636,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"227","PN Bicuar",2015-11-02,25.67,17.7,34.9,35.9,0,0.46,178.918,3.77778,114,47.21,28.68,877.4,0.01,304.67,26.3232,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"228","PN Bicuar",2015-11-03,25.04,12,35.2,36.2,0,1.48,225.252,6.05556,265,46.67,29.69,877.5,0.011,298.17,25.7616,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"229","PN Bicuar",2015-11-04,24.7,12.8,32.7,34.4,0,0.82,106.701,3.75,83,50.63,29.89,878.6,0.011,254.58,21.996,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"230","PN Bicuar",2015-11-05,23.14,16,32.1,33.1,4,1.09,138.197,3.75,92,62.42,29.52,879.3,0.01,195.33,16.8768,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"231","PN Bicuar",2015-11-06,22.26,19.1,28.6,30,0.4,0.52,143.95,3.52778,129,74.13,27.77,879.9,0.009,155.58,13.4424,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"232","PN Bicuar",2015-11-07,23.35,18.7,30.7,32.4,0,1.17,217.48,4.11111,331,68.08,27.37,879.5,0.009,173.13,14.958,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"233","PN Bicuar",2015-11-08,23.55,17,32.3,33.4,0.2,1.42,254.739,3.75,277,66.63,28.15,879.6,0.011,234.92,20.2968,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"234","PN Bicuar",2015-11-09,25.14,16.5,35,35.9,0,1.41,262.428,5.38889,312,55.88,28.28,880.5,0.011,250.67,21.6576,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"235","PN Bicuar",2015-11-10,26.91,12.7,37.6,38.9,0,0.89,219.711,5.41667,297,46.29,29.46,877.5,0.012,299,25.8336,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"236","PN Bicuar",2015-11-11,25.21,16.6,36.4,38.1,0.4,1.87,266.219,5.52778,305,51.08,30.06,876.9,0.013,278.25,24.0408,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"237","PN Bicuar",2015-11-12,23.88,15.6,34.4,36.4,2,1.37,239.088,4.47222,187,61.25,28.93,877.5,0.012,234.83,20.2896,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"238","PN Bicuar",2015-11-13,26.55,18.9,35.3,36.9,0,1.46,254.201,4.72222,322,50.83,28.64,878.2,0.012,258.83,22.3632,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"239","PN Bicuar",2015-11-14,25.74,12.7,36.8,38.5,0,1.2,253.844,4.77778,276,44.67,29.52,877,0.013,321.25,27.756,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"240","PN Bicuar",2015-11-15,24.72,10.9,36.2,37.7,0,2.01,286.362,7,316,50.04,30.06,876.8,0.014,318.75,27.54,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"241","PN Bicuar",2015-11-16,24.15,12.6,35.5,36.5,0,1.14,261.301,5.33333,309,54.08,30.08,877.2,0.014,295.58,25.5384,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"242","PN Bicuar",2015-11-17,25.07,12.2,35.9,36.8,0,1.34,202.05,4.13889,164,47.83,30.35,876.5,0.014,334.5,28.9008,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"243","PN Bicuar",2015-11-18,25.5,10.4,36.9,37.8,0,1.22,215.701,4.80556,290,42.17,30.55,876,0.013,341,29.4624,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"244","PN Bicuar",2015-11-19,25.82,12.2,36.3,37.5,0,1.39,209.668,4.77778,273,39.54,30.81,876.7,0.014,310.79,26.8524,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"245","PN Bicuar",2015-11-20,23.8,9.1,37,37.8,0,1.74,255.591,6.44444,261,33.17,30.62,875.8,0.013,329.92,28.5048,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"246","PN Bicuar",2015-11-21,23.76,9.7,35.2,36,0,1.9,279.351,6.75,318,38,30.5,874.6,0.012,339.04,29.2932,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"247","PN Bicuar",2015-11-22,24.79,16.9,33.2,34.6,0,1.47,236.339,4.11111,248,52.04,30.9,876.1,0.012,308.83,26.6832,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"248","PN Bicuar",2015-11-23,24.6,17.2,33.2,34.9,3,1.02,223.385,2.88889,117,57.88,30.5,878.7,0.011,212.88,18.3924,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"249","PN Bicuar",2015-11-24,26.22,18.5,34.9,35.8,0,0.39,169.274,5.80556,293,55.54,29.45,878.4,0.011,261,22.5504,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"250","PN Bicuar",2015-11-25,25.34,15.1,35.2,36.5,26.2,1.55,231.413,9.72222,225,57.92,29.65,876.7,0.02,303.54,26.226,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"251","PN Bicuar",2015-11-26,26.6,18.1,35.3,36.5,0,0.91,250.873,4.66667,308,53.88,28.23,875.9,0.063,285.92,24.7032,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"252","PN Bicuar",2015-11-27,26.52,15.3,36.6,37.9,0,1.72,261.283,5.13889,268,49.46,29.15,875.9,0.05,351.83,30.3984,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"253","PN Bicuar",2015-11-28,25.44,14.6,35.3,36.3,0,1.45,256.108,4.02778,299,49.96,29.97,877.3,0.046,319.71,27.6228,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"254","PN Bicuar",2015-11-29,26.15,16.6,34.4,35.5,0,1.04,162.996,5.41667,107,48.63,29.91,878.8,0.043,291.04,25.146,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"255","PN Bicuar",2015-11-30,24.43,18.4,32.5,33.6,3.4,0.96,182.122,5.33333,278,60.04,29.84,880.4,0.041,219.5,18.9648,"2015-11_D_PNBicuar_0000361101_bxwt.xls"
"256","PN Bicuar",2015-12-01,23.17,18,30.9,32.1,22.4,0.72,216.819,5.22222,160,72.17,28.15,879.3,0.051,240.71,20.7972,"2015-12_D_PNBicuar_0000361101_syli.xls"
"257","PN Bicuar",2015-12-02,25.97,18.9,34.2,35.7,0.2,1.03,247.851,3.16667,215,59.83,27.39,878.3,0.068,263.42,22.7592,"2015-12_D_PNBicuar_0000361101_syli.xls"
"258","PN Bicuar",2015-12-03,25.99,15.8,34.8,35.4,3.6,0.9,191.654,4.27778,196,54.13,28.12,877.5,0.056,322.67,27.8784,"2015-12_D_PNBicuar_0000361101_syli.xls"
"259","PN Bicuar",2015-12-04,23.08,19.1,28.4,29.1,0.4,0.56,136.233,5.47222,313,70.46,26.88,879.5,0.052,141.21,12.2004,"2015-12_D_PNBicuar_0000361101_syli.xls"
"260","PN Bicuar",2015-12-05,22.11,17.2,30.2,31.6,27.4,1.34,215.252,4.75,192,77.96,25.95,878.6,0.078,200.96,17.3628,"2015-12_D_PNBicuar_0000361101_syli.xls"
"261","PN Bicuar",2015-12-06,22.07,18.6,29.3,30.4,8,0.77,137.563,4.08333,164,79.33,25.43,878.8,0.069,198.5,17.1504,"2015-12_D_PNBicuar_0000361101_syli.xls"
"262","PN Bicuar",2015-12-07,21.32,19.2,25.6,26.5,5.2,0.4,194.464,3.13889,258,86,24.82,879.8,0.07,136.46,11.79,"2015-12_D_PNBicuar_0000361101_syli.xls"
"263","PN Bicuar",2015-12-08,21.95,18.6,26.2,27.5,14.2,1.25,236.283,2.61111,285,81.96,24.94,879.5,0.064,158.42,13.6872,"2015-12_D_PNBicuar_0000361101_syli.xls"
"264","PN Bicuar",2015-12-09,23.12,18.1,32.2,33,0,0.82,167.023,4.66667,83,73.79,25.28,878.9,0.069,264.29,22.8348,"2015-12_D_PNBicuar_0000361101_syli.xls"
"265","PN Bicuar",2015-12-10,24.13,17,33.2,34.6,4.8,0.69,133.838,5.66667,270,70.58,26.28,878.8,0.058,266.54,23.0292,"2015-12_D_PNBicuar_0000361101_syli.xls"
"266","PN Bicuar",2015-12-11,22.94,19.4,31.3,32.1,13.6,1.18,193.693,4.80556,322,78.25,26.03,879.1,0.059,228.75,19.764,"2015-12_D_PNBicuar_0000361101_syli.xls"
"267","PN Bicuar",2015-12-12,22.45,17.6,31.9,32.8,37.4,1.22,231.047,4.02778,174,78.13,25.11,878.9,0.079,253.54,21.906,"2015-12_D_PNBicuar_0000361101_syli.xls"
